address,price,price_per_sqm,rooms,floor,sqm,date,lot_sqm,housing_type,monthly_fee,build_year,starting_price,page
Vitemöllegatan 1E,1030000,24000,2,,43,2024-11-03,,Lägenhet,,,,102
Törnskärsgatan 7C,3300000,42900,3,3,77,2024-11-04,,Lägenhet,3626,1957,3695000,102
Köpenhamnsvägen 20C,2075000,34000,2,3,61,2024-11-03,,Lägenhet,4415,1946,2195000,102
Edward Lindahlsgatan 12C,2412500,48300,2,2,50,2024-11-02,,Lägenhet,2828,1938,2495000,102
Grynbodgatan 6,3300000,15900,,5,207,2024-11-02,,Lägenhet,,,,102
Limhamnsvägen 10B,3795000,51300,3,5,74,2024-11-01,,Lägenhet,5546,1954,3695000,102
Friggs gränd 14,1595000,40900,1,3,39,2024-11-02,,Lägenhet,3218,2019,1595000,102
Branteviksgatan 10B,950000,15800,2,3,60,2024-11-01,,Lägenhet,4146,1956,950000,102
Sofierogatan 6C,1195000,22100,2,2,54,2024-11-01,,Lägenhet,3236,1944,1195000,103
Fågelbacksgatan 6H,3000000,35300,3,5,85,2024-11-01,,Lägenhet,5441,1993,3195000,103
Lugna gatan 17,4355000,35100,5,4,124,2024-11-01,,Lägenhet,6817,1977,4150000,103
Kronborgsvägen 17B,1600000,29600,2,2,54,2024-11-01,,Lägenhet,4482,1949,1695000,103
Sadelmakarebyn 4C,1625000,23200,3,4,70,2024-11-01,,Lägenhet,5953,2005,1695000,103
Typografgatan 4B,1350000,46600,1,6,29,2024-11-01,,Lägenhet,2920,2018,1395000,103
Vimmerbyvägen 7,1675000,31000,2,1,54,2024-11-01,,Lägenhet,3897,2011,1795000,103
Östervärnsgatan 8,3100000,29800,4,,104,2024-11-01,,Lägenhet,,,,103
Sjöblads väg 43,850000,10400,3,7,81,2024-11-01,,Lägenhet,6267,1968,995000,103
Västra Varvsgatan 16E,2350000,53400,2,4,44,2024-11-01,,Lägenhet,3587,2014,2350000,103
Sofielundsvägen 23B,875000,37200,1,,23,2024-11-01,,Lägenhet,,,,103
Dockgatan 23,2325000,50500,1,1,46,2024-11-01,,Lägenhet,3088,2015,2495000,103
Grönalundsgatan 8C,2595000,34600,3,2,75,2024-11-01,,Lägenhet,5313,1982,2595000,103
Ellstorpsgatan 3A,850000,30400,1,3,28,2024-11-01,,Lägenhet,3184,1944,895000,103
Regementsgatan 27F,2100000,45700,2,2,46,2024-10-31,,Lägenhet,3693,1944,2095000,103
Föreningsgatan 77A,3700000,45100,3,2,82,2024-10-31,,Lägenhet,5322,1928,3495000,103
Arkitektgatan 45,2395000,27200,3,2,88,2024-10-31,,Lägenhet,5811,1967,2395000,103
Kungsgatan 30B,2595000,39300,2,1,66,2024-10-31,,Lägenhet,4600,1902,2595000,103
Eriksdalsgatan 7B,2040000,24300,3,8,84,2024-10-31,,Lägenhet,5169,,1945000,103
Nobelvägen 93A,2325000,29300,3,4,79,2024-10-31,,Lägenhet,4528,1936,1995000,103
Bobergsängen 2D,2900000,40700,3,1,71,2024-10-31,,Lägenhet,4238,1948,2850000,103
Trelleborgsgatan 9B,1850000,30800,2,,60,2024-10-31,,Lägenhet,,,,103
Rödkullastigen 6D,1345000,17700,3,2,76,2024-10-31,,Lägenhet,5086,1959,1295000,103
Koggens gränd 3A,6775000,65100,4,2,104,2024-10-31,,Lägenhet,,,,103
Södra Förstadsgatan 84A,4050000,46600,3,5,87,2024-10-31,,Lägenhet,4929,,3795000,103
Bertrandsgatan 1B,3675000,44300,3,,83,2024-10-31,,Lägenhet,,,,103
Baltzarsgatan 26,3750000,55100,2,3,68,2024-10-31,,Lägenhet,3588,2002,3695000,103
Isbergs gata 10A,2850000,47500,2,2,60,2024-10-31,,Lägenhet,3537,2011,2995000,103
Von Lingens väg 22,950000,16000,2,8,59,2024-10-31,,Lägenhet,4234,1970,1095000,103
Statistgatan 8,1470000,23700,2,2,62,2024-10-31,,Lägenhet,3909,1973,1495000,103
Beritta Gurrisgatan 23,3950000,42500,3,3,93,2024-10-31,,Lägenhet,6083,1991,4150000,103
Holma Torg 1B,1325000,18500,3,4,71,2024-10-31,,Lägenhet,5714,,1350000,103
Lilla Varvsgatan 25B,3270000,44200,4,1,74,2024-10-31,,Lägenhet,5110,2021,3295000,103
Annebergsgatan 12B,1310000,43700,1,4,30,2024-10-31,,Lägenhet,2291,1965,1325000,103
Bangatan 4B,1875000,29100,2,4,64,2024-10-31,,Lägenhet,4021,1964,1995000,103
Amiralsgatan 18,4195000,43200,3,3,97,2024-10-31,,Lägenhet,6508,1907,4195000,104
Möllevångsgatan 30A,1025000,36600,1,4,28,2024-10-31,,Lägenhet,2427,1968,1095000,104
Rasmusgatan 26,2095000,19000,4,3,110,2024-10-30,,Lägenhet,5664,,2095000,104
Mäster Henriksgatan 11A,4100000,56900,3,2,72,2024-10-31,,Lägenhet,3291,,3995000,104
Celsiusgatan 4B,4220000,40000,5,1,105,2024-10-30,,Lägenhet,6727,1927,3995000,104
Lugna gatan 31,4330000,34900,4,2,124,2024-10-30,,Lägenhet,6613,1977,3995000,104
Vitemöllegatan 7G,1195000,27100,2,2,44,2024-10-30,,Lägenhet,3165,1946,1195000,104
Jungmansgatan 4A,4350000,51200,3,4,85,2024-10-30,,Lägenhet,5307,2012,4495000,104
Ellstorpsgatan 5D,1450000,27400,2,3,53,2024-10-30,,Lägenhet,3179,,1450000,104
Humanistgatan 8B,1100000,19100,2,4,57,2024-10-30,,Lägenhet,2887,1963,1195000,104
Falsterboplan 31A,3625000,38200,3,4,95,2024-10-30,,Lägenhet,6819,1930,3495000,104
Per Albin Hanssons väg 56A,1550000,28700,2,11,54,2024-10-30,,Lägenhet,4665,1957,1550000,104
Storgatan 43A,3550000,69600,2,1,51,2024-10-30,,Lägenhet,3927,2021,3595000,104
Serenadgatan 24,670000,10500,2,5,64,2024-10-30,,Lägenhet,5185,1971,750000,104
Bullerbygatan 91,1995000,37400,2,2,53,2024-10-30,,Lägenhet,3565,2012,1995000,104
Östra Förstadsgatan 17F,2500000,33100,3,1,75,2024-10-30,,Lägenhet,5086,1989,2595000,104
Rådmansgatan 14,4575000,58700,3,,78,2024-10-30,,Lägenhet,,,,104
Östra Rönneholmsvägen 3B,3295000,53100,2,1,62,2024-10-30,,Lägenhet,2381,1934,3295000,104
Solters Plan 1B,2025000,40500,2,1,50,2024-10-30,,Lägenhet,2987,1939,2095000,104
Lorensborgsgatan 5C,2300000,29500,3,2,78,2024-10-30,,Lägenhet,4188,1957,2195000,104
Karolingatan 30,1450000,22300,2,9,65,2024-10-30,,Lägenhet,4615,1969,1495000,104
Nobelvägen 145A,1485000,25600,2,2,58,2024-10-30,,Lägenhet,4881,1939,1495000,104
Vallmovägen 3F,1675000,32200,2,2,52,2024-10-30,,Lägenhet,4903,2010,1695000,104
Carl Herslowsgatan 9C,2110000,38400,2,1,55,2024-10-30,,Lägenhet,3580,1945,2250000,104
Vitemöllegatan 1E,1375000,25000,2,,55,2024-10-30,,Lägenhet,,,,104
Köpenhamnsvägen 42B,3495000,45700,3,5,76,2024-10-30,,Lägenhet,4838,,3395000,104
Limhamns Stationsväg 20,1775000,40300,2,1,44,2024-10-30,,Lägenhet,3105,2024,1800000,104
Serenadgatan 23,800000,16700,1,11,48,2024-10-30,,Lägenhet,3277,1973,845000,104
Ahrenbergsgatan 8,2700000,31400,4,6,86,2024-10-30,,Lägenhet,7820,2019,2745000,104
Östra Kristinelundsvägen 9B,2650000,43400,2,4,61,2024-10-29,,Lägenhet,3616,1953,2595000,104
Västra Rönneholmsvägen 64B,2300000,39700,2,,58,2024-10-29,,Lägenhet,2979,1947,2095000,104
Balladgatan 19,1170000,14200,3,3,82,2024-10-29,,Lägenhet,4745,1971,1095000,104
Solgatan 28B,1025000,20500,2,3,50,2024-10-29,,Lägenhet,2833,1946,1095000,104
Vattenverksvägen 50B,1230000,21200,2,3,58,2024-10-29,,Lägenhet,5526,1952,1150000,104
Lilla Varvsgatan 25A,4295000,48300,4,3,89,2024-10-29,,Lägenhet,5964,2021,4295000,104
Claesgatan 2D,2294000,44100,2,3,52,2024-10-29,,Lägenhet,3366,1906,2294000,105
Mölledalsgatan 198,1975000,26700,3,1,74,2024-10-29,,Lägenhet,6346,1993,1850000,105
Östra Farmvägen 19BE,830000,20800,2,1,40,2024-10-29,,Lägenhet,6948,2021,850000,105
Västanväg 49D,1195000,37300,1,3,32,2024-10-29,,Lägenhet,2947,1947,1195000,105
Henrik Smithsgatan 9A,3895000,43800,3,1,89,2024-10-29,,Lägenhet,,,,105
Erikstorpsgatan 5,2300000,45100,2,1,51,2024-10-29,,Lägenhet,3827,,2295000,105
Lönnebergagatan 65,2075000,34000,2,6,61,2024-10-29,,Lägenhet,4427,2020,2195000,105
Stadiongatan 51B,1065000,38000,1,8,28,2024-10-29,,Lägenhet,1984,1958,1095000,105
Annebergsgatan 10A,3200000,30500,4,3,105,2024-10-29,,Lägenhet,6719,1965,3395000,105
Högatorpsvägen 29,2600000,21500,5,2,121,2024-10-29,,Lägenhet,6159,1967,2795000,105
Trådgränd 11A,1325000,37900,1,3,35,2024-10-29,,Lägenhet,3508,2022,1350000,105
Davidshallsgatan 7,3775000,52400,2,4,72,2024-10-28,,Lägenhet,3666,1929,3695000,105
Annebergsgatan 4B,2815000,34500,4,1,81,2024-10-29,,Lägenhet,5133,1964,2795000,105
Mäster Palmsgatan 2B,3100000,59600,3,,52,2024-10-28,,Lägenhet,3300,1933,2495000,105
Bertrandsgatan 3B,3800000,45800,3,1,83,2024-10-28,,Lägenhet,5286,2017,3595000,105
Beridaregatan 4,5800000,61700,4,3,94,2024-10-28,,Lägenhet,6044,1910,5650000,105
Emil Göranssons väg 31,1850000,28700,2,1,64,2024-10-28,,Lägenhet,4795,1984,1850000,105
Kronborgsvägen 20C,1625000,33200,2,1,49,2024-10-28,,Lägenhet,4785,,1650000,105
Serenadgatan 47,1195000,19100,2,1,62,2024-10-28,,Lägenhet,3711,1971,1195000,105
Hyacintgatan 5,1245000,16400,3,2,76,2024-10-28,,Lägenhet,4962,,1245000,105
Regissörgatan 9,1490000,24000,2,4,62,2024-10-28,,Lägenhet,4014,1972,1595000,105
Solgatan 27E,1100000,18600,2,2,59,2024-10-28,,Lägenhet,4299,1949,1195000,105
Vitemöllegatan 4C,1295000,24900,2,2,52,2024-10-28,,Lägenhet,4096,1944,1295000,105
Lugna gatan 31,3995000,33300,5,7,120,2024-10-28,,Lägenhet,6898,1979,3995000,105
Grönalundsgatan 32D,2150000,30300,3,2,71,2024-10-28,,Lägenhet,3966,1965,2195000,105
Föreningsgatan 73B,2395000,38600,2,3,62,2024-10-28,,Lägenhet,5129,1929,2395000,105
Kamrergatan 9,2495000,33700,3,4,74,2024-10-28,,Lägenhet,4372,1939,2495000,105
Magasinsgatan 7A,3850000,37700,4,1,102,2024-10-28,,Lägenhet,7109,2022,3995000,105
Vitemöllegatan 14B,1195000,23000,2,3,52,2024-10-28,,Lägenhet,3913,1958,1195000,105
Ehrensvärdsgatan 3,2045000,33000,2,,62,2024-10-28,,Lägenhet,,,,105
Celsiusgatan 13B,1575000,31200,2,1,50,2024-10-28,,Lägenhet,3648,1948,1595000,105
Branteviksgatan 4A,1700000,21900,4,4,77,2024-10-28,,Lägenhet,5048,1956,1895000,105
Amiralsgatan 89A,715000,31800,1,1,22,2024-10-28,,Lägenhet,1939,,725000,105
Östra Varvsgatan 16A,2095000,44600,2,3,47,2024-10-28,,Lägenhet,4170,2015,2095000,105
Regementsgatan 21,5495000,53300,3,2,103,2024-10-27,,Lägenhet,5530,1929,5495000,105
Värnhemsgatan 3,3295000,35100,3,3,94,2024-10-27,,Lägenhet,6463,1926,3295000,106
Branteviksgatan 8E,1225000,21500,2,1,57,2024-10-27,,Lägenhet,3886,1955,950000,106
Tessins väg 19A,2005000,37800,2,6,53,2024-10-27,,Lägenhet,3368,1957,2195000,106
Sundholmsgatan 12A,1800000,42900,2,2,42,2024-10-27,,Lägenhet,3245,2019,1895000,106
Korsörvägen 12B,2150000,29300,3,3,73,2024-10-27,,Lägenhet,6239,1948,2250000,106
Bomgatan 23A,6050000,59300,4,5,102,2024-10-26,,Lägenhet,,,,106
Carlsgatan 31,2550000,47700,2,4,53,2024-10-27,,Lägenhet,4158,2024,2550000,106
Ronnebygatan 3A,3700000,46300,3,1,80,2024-10-27,,Lägenhet,5667,1936,3595000,106
Sergels väg 9A,4575000,48200,3,3,95,2024-10-26,,Lägenhet,5215,1954,4295000,106
Limhamnsvägen 12C,3950000,53400,4,6,74,2024-10-26,,Lägenhet,4696,1948,4195000,106
Östra Kristinelundsvägen 13,2400000,39300,2,4,61,2024-10-26,,Lägenhet,5299,1943,2450000,106
Hyllie Kyrkoväg 53B,1635000,29200,2,1,56,2024-10-26,,Lägenhet,3907,1956,1645000,106
Konsultgatan 7,1775000,21300,3,3,83,2024-10-26,,Lägenhet,5983,1972,1845000,106
Kilian Zollsgatan 30B,3500000,50000,2,5,70,2024-10-25,,Lägenhet,2957,,3395000,106
Kiviksgatan 6A,2300000,37100,3,4,62,2024-10-25,,Lägenhet,4562,1945,2195000,106
Celsiusgatan 2C,2495000,46200,2,4,54,2024-10-25,,Lägenhet,2725,1928,2495000,106
Pysslinggatan 52,1700000,21300,3,1,80,2024-10-25,,Lägenhet,5574,1993,1795000,106
Ellstorpsgatan 1A,745000,26000,1,2,28,2024-10-25,,Lägenhet,1822,1939,745000,106
Östra Förstadsgatan 17G,2195000,33300,2,4,66,2024-10-25,,Lägenhet,4357,1989,2195000,106
Bangatan 4A,2056000,31900,2,8,64,2024-10-25,,Lägenhet,4054,1964,1995000,106
Krutmeijersgatan 10A,2250000,40900,3,4,55,2024-10-25,,Lägenhet,4321,1944,2195000,106
Nobelvägen 38,1925000,26700,3,3,72,2024-10-25,,Lägenhet,4483,1935,1875000,106
Regementsgatan 66A,3625000,49700,3,5,73,2024-10-25,,Lägenhet,4851,1930,3495000,106
Tors gränd 13,2750000,40400,3,4,68,2024-10-25,,Lägenhet,4415,2019,2695000,106
Falkmansgatan 7A,2125000,24700,3,2,86,2024-10-25,,Lägenhet,5080,1958,2150000,106
Roslins väg 8,4050000,38200,4,4,106,2024-10-25,,Lägenhet,6961,1938,4195000,106
Föreningsgatan 54B,2005000,35200,2,5,57,2024-10-25,,Lägenhet,4177,1948,1895000,106
Verkstadsgatan 1A,7100000,61700,4,3,115,2024-10-25,,Lägenhet,7862,1895,6995000,106
Fågelbacksgatan 12,2195000,43900,2,2,50,2024-10-25,,Lägenhet,4230,1938,2195000,106
Östra Farmvägen 37B,1395000,27400,2,2,51,2024-10-25,,Lägenhet,3212,1956,1395000,106
Birger Jarlsgatan 32B,2500000,38500,3,1,65,2024-10-25,,Lägenhet,4702,1956,2495000,106
Spånehusvägen 63C,2200000,38100,2,4,57,2024-10-25,,Lägenhet,4858,1938,2295000,106
Exercisgatan 2A,5000000,38800,4,2,129,2024-10-25,,Lägenhet,5678,1927,5195000,106
Ormvråksgatan 5,890000,15000,2,4,59,2024-10-25,,Lägenhet,4075,1970,1395000,106
Ellstorpsgatan 3C,1230000,29300,2,2,42,2024-10-25,,Lägenhet,3902,1944,1250000,106
Nobelvägen 11A,675000,47500,1,1,14,2024-10-25,,Lägenhet,917,1939,695000,107
Lönngatan 50F,795000,18500,1,4,43,2024-10-25,,Lägenhet,3011,1936,795000,107
Kronborgsvägen 12A,2495000,36200,3,4,69,2024-10-25,,Lägenhet,5545,1945,2495000,107
Västra Bernadottesgatan 23C,1700000,33000,2,3,51,2024-10-25,,Lägenhet,4500,1956,1795000,107
Balladgatan 5,1200000,14500,3,5,82,2024-10-25,,Lägenhet,4764,1971,1295000,107
Sallerupsvägen 16A,1700000,27400,2,1,62,2024-10-25,,Lägenhet,4784,1929,1695000,107
Ribevägen 10B,1675000,31000,2,1,54,2024-10-25,,Lägenhet,4361,1948,1745000,107
Annebergsgatan 12B,1650000,26000,2,5,63,2024-10-24,,Lägenhet,4232,1965,2295000,107
Västanväg 47C,1595000,28500,2,1,56,2024-10-24,,Lägenhet,3893,1947,1595000,107
Östra Kristinelundsvägen 9A,2650000,45700,2,5,58,2024-10-24,,Lägenhet,3474,,2595000,107
Argogatan 4,2750000,56100,2,4,49,2024-10-24,,Lägenhet,2906,2021,2645000,107
Stora Trädgårdsgatan 3C,2195000,43000,2,4,51,2024-10-24,,Lägenhet,3607,1970,2195000,107
Grönalundsgatan 13A,1645000,27400,2,3,60,2024-10-24,,Lägenhet,4673,1954,1645000,107
Limhamnsvägen 10C,3000000,49200,2,5,61,2024-10-24,,Lägenhet,4669,1954,2895000,107
Köpenhamnsvägen 34C,2075000,38800,2,2,53,2024-10-24,,Lägenhet,3590,,1995000,107
Ängelholmsgatan 10A,2015000,26900,3,3,75,2024-10-24,,Lägenhet,6365,1904,1795000,107
Östra Kristinelundsvägen 4B,2450000,46700,2,2,52,2024-10-24,,Lägenhet,,,,107
Rödkullastigen 11A,1100000,15800,3,4,69,2024-10-24,,Lägenhet,5153,1960,1095000,107
Sofielundsvägen 48C,1375000,33500,2,2,41,2024-10-24,,Lägenhet,,,,107
Slädgatan 7,2450000,48500,2,5,50,2024-10-24,,Lägenhet,3816,2021,2495000,107
Annebergsgatan 25,2500000,36000,3,6,69,2024-10-24,,Lägenhet,5289,1994,2595000,107
Västra Skrävlingevägen 124,1410000,23900,2,3,59,2024-10-24,,Lägenhet,3322,1969,1295000,107
Roskildevägen 9B,4295000,37000,5,1,116,2024-10-24,,Lägenhet,7133,,4295000,107
Lägatan 11A,2395000,46100,2,5,52,2024-10-24,,Lägenhet,3935,2020,2395000,107
Lovartsgatan 11A,3700000,47400,3,6,78,2024-10-24,,Lägenhet,5541,2023,3895000,107
Nobelvägen 117B,1445000,27800,2,3,52,2024-10-24,,Lägenhet,3711,,1495000,107
Eslövsgatan 2B,1350000,33800,1,1,40,2024-10-24,,Lägenhet,2339,1937,1295000,107
Gustaf Rydbergsgatan 3,3375000,47500,3,3,71,2024-10-24,,Lägenhet,,,,107
Kronetorpsgatan 100A,1295000,13400,4,2,97,2024-10-24,,Lägenhet,7460,1964,1395000,107
Brogatan 9A,7250000,50000,5,2,145,2024-10-24,,Lägenhet,8034,1911,7495000,107
Föreningsgatan 77A,3495000,42600,3,4,82,2024-10-24,,Lägenhet,5322,,3495000,107
Köpenhamnsvägen 20A,2750000,34200,3,2,80,2024-10-23,,Lägenhet,5405,1946,2695000,107
Köpenhamnsvägen 34C,2075000,38800,2,3,53,2024-10-23,,Lägenhet,3590,,2150000,107
Ankargatan 9,3900000,49400,4,3,79,2024-10-24,,Lägenhet,5978,2004,3995000,107
Roslins väg 18B,2450000,48000,2,3,51,2024-10-23,,Lägenhet,2961,1942,2495000,107
Keramikvägen 78,1810000,20300,3,,89,2024-10-23,,Lägenhet,5565,1983,1795000,108
Kalkstensvägen 19,3650000,47400,3,4,77,2024-10-23,,Lägenhet,4984,2012,3650000,108
Jörgen Ankersgatan 16C,6350000,56200,4,3,113,2024-10-23,,Lägenhet,6504,1898,6195000,108
Skvadronsgatan 20,3149000,48400,3,4,65,2024-10-23,,Lägenhet,5036,1944,3195000,108
Limhamnsvägen 6C,4150000,52300,2,7,79,2024-10-23,,Lägenhet,3741,1943,3995000,108
Balladgatan 1,905000,14500,2,2,62,2024-10-23,,Lägenhet,3774,1971,825000,108
Amiralsgatan 84A,1595000,25300,3,1,63,2024-10-23,,Lägenhet,4884,1947,1595000,108
Carl Gustafs väg 44,1850000,29800,2,3,62,2024-10-23,,Lägenhet,4648,1992,1795000,108
Östra Stallmästaregatan 10,2350000,39200,2,2,60,2024-10-23,,Lägenhet,4699,1936,2250000,108
Grönalundsgatan 11B,1685000,28100,2,1,60,2024-10-23,,Lägenhet,4747,1954,1695000,108
Falkmansgatan 7A,2850000,31100,5,4,91,2024-10-23,,Lägenhet,5434,1958,2995000,108
Norra Grängesbergsgatan 3,1545000,26200,2,4,59,2024-10-23,,Lägenhet,4407,1954,1495000,108
Hillerödsvägen 5B,2195000,39500,2,2,55,2024-10-23,,Lägenhet,3725,1945,2195000,108
Typografgatan 4A,3845000,47500,3,6,81,2024-10-23,,Lägenhet,5694,2018,3795000,108
Karolingatan 18,1375000,16200,3,9,85,2024-10-23,,Lägenhet,5740,1968,1495000,108
Åhusgatan 5,1150000,35500,1,4,32,2024-10-23,,Lägenhet,3099,1938,1195000,108
Grynbodgatan 4B,5900000,60200,3,1,98,2024-10-23,,Lägenhet,6253,1912,5995000,108
Östra Farmvägen 37B,1460000,23900,2,4,61,2024-10-23,,Lägenhet,3791,1954,1495000,108
Skeppsgatan 42,8200000,54700,5,6,150,2024-10-23,,Lägenhet,9484,2024,7995000,108
Nålgränd 4,3480000,39500,3,,88,2024-10-23,,Lägenhet,6665,2023,3695000,108
Lägatan 8B,2100000,38900,2,1,54,2024-10-23,,Lägenhet,4225,2018,2195000,108
Blåsebergavägen 23,2750000,40700,3,4,67,2024-10-23,,Lägenhet,3792,,2750000,108
Törnskärsgatan 3C,3175000,48100,3,4,66,2024-10-23,,Lägenhet,4335,,3295000,108
Falkmansgatan 5A,2595000,34400,3,4,75,2024-10-22,,Lägenhet,4279,1958,2595000,108
Slussgatan 14,2350000,44300,2,3,53,2024-10-22,,Lägenhet,3790,1906,2395000,108
Kronborgsvägen 20B,1745000,35600,2,2,49,2024-10-22,,Lägenhet,4887,1946,1795000,108
Duvhöksgatan 3B,1225000,17000,3,2,72,2024-10-22,,Lägenhet,4047,1962,1195000,108
Ribevägen 1D,1750000,30700,2,1,57,2024-10-22,,Lägenhet,5165,1946,1695000,108
Lönngatan 36D,942500,19600,2,3,48,2024-10-22,,Lägenhet,3545,1935,995000,108
Prinsgatan 8,1150000,32900,1,3,35,2024-10-22,,Lägenhet,3048,1943,1195000,108
Balladgatan 1,1550000,18800,3,3,82,2024-10-22,,Lägenhet,4745,1971,1550000,108
Falsterbogatan 12C,1370000,35100,1,3,39,2024-10-22,,Lägenhet,3081,1936,1395000,108
Albinsrogatan 5A,1695000,41900,2,16,40,2024-10-22,,Lägenhet,3080,1965,1695000,108
Carlsgatan 31,2495000,45400,2,3,55,2024-10-22,,Lägenhet,4275,2024,2495000,108
Kiviksgatan 4C,1300000,31000,2,1,42,2024-10-22,,Lägenhet,3062,1943,1225000,108
Andréegatan 11A,2780000,46000,2,3,60,2024-10-21,,Lägenhet,4532,1910,2795000,109
Norregatan 12,2625000,39800,3,3,66,2024-10-22,,Lägenhet,5773,1930,2650000,109
Folketshusvägen 5,3500000,31300,4,2,112,2024-10-22,,Lägenhet,7491,,3695000,109
Hjorttackegatan 6,3895000,62800,2,2,62,2024-10-21,,Lägenhet,3660,1897,3795000,109
Östra Kristinelundsvägen 8A,2200000,36700,2,1,60,2024-10-21,,Lägenhet,3750,1948,2295000,109
Edward Lindahlsgatan 9,2550000,40500,2,4,63,2024-10-21,,Lägenhet,4256,1993,2695000,109
Monbijougatan 20,2525000,46800,2,5,54,2024-10-21,,Lägenhet,3258,2012,2495000,109
Andréegatan 9B,3450000,44200,3,4,78,2024-10-21,,Lägenhet,5608,1910,3495000,109
Möllevångstorget 5C,3400000,48600,3,4,70,2024-10-21,,Lägenhet,4752,1909,3250000,109
Kulladalsgatan 22C,2700000,28700,4,8,94,2024-10-21,,Lägenhet,6172,1966,2750000,109
Sandvångsgatan 3B,1350000,36800,1,2,36,2024-10-21,,Lägenhet,2178,,1295000,109
Regementsgatan 66A,4350000,43500,4,3,100,2024-10-21,,Lägenhet,6399,1930,4495000,109
Köpenhamnsvägen 40C,2035000,34500,2,1,59,2024-10-21,,Lägenhet,3722,1951,2095000,109
Formgatan 3,3000000,30900,4,1,97,2024-10-21,,Lägenhet,6733,2022,3095000,109
Regementsgatan 25B,3015000,45000,2,2,67,2024-10-21,,Lägenhet,4152,1945,3195000,109
Västra Varvsgatan 21B,4295000,49900,4,5,86,2024-10-20,,Lägenhet,6188,2016,4295000,109
Simrishamnsgatan 34B,2300000,37100,2,3,62,2024-10-20,,Lägenhet,3933,1929,2295000,109
Sivs gränd 9A,1550000,35300,2,,43,2024-10-21,,Lägenhet,2623,2019,1555000,109
Sankt Pauli Kyrkogata 11,8200000,55000,6,3,149,2024-10-20,,Lägenhet,4818,1904,8295000,109
Kornettsgatan 22B,6800000,49600,5,3,137,2024-10-20,,Lägenhet,9257,1901,6495000,109
Rantzowgatan 11B,650000,24100,1,1,27,2024-10-20,,Lägenhet,2306,1949,660000,109
Kvartettgatan 50,1410000,14500,4,3,97,2024-10-20,,Lägenhet,7133,1972,1495000,109
Branteviksgatan 9A,1420000,21500,3,4,66,2024-10-20,,Lägenhet,4224,1957,1495000,109
Drottninggatan 1AE,3450000,40100,4,5,86,2024-10-20,,Lägenhet,5370,2019,3495000,109
Lugna gatan 41,2915000,33100,3,6,88,2024-10-19,,Lägenhet,5085,1977,2695000,109
Sallerupsvägen 26C,975000,27500,1,1,35,2024-10-19,,Lägenhet,2063,1939,995000,109
Ormvråksgatan 13,1325000,16500,3,2,80,2024-10-19,,Lägenhet,5547,1970,1375000,109
Kronetorpsgatan 44D,895000,15800,2,3,56,2024-10-19,,Lägenhet,4195,1962,895000,109
Sorgenfrivägen 23C,1645000,37000,2,2,44,2024-10-19,,Lägenhet,3391,1935,1645000,109
Von Lingens väg 126,1350000,14200,4,2,95,2024-10-19,,Lägenhet,6483,1970,1395000,109
Lovartsgatan 11A,2195000,47700,2,5,46,2024-10-19,,Lägenhet,3939,2023,2195000,109
Lilla Varvsgatan 13K,3745000,54300,3,2,69,2024-10-19,,Lägenhet,4335,2021,3795000,109
Ellstorpsgatan 4L,1275000,27100,2,4,47,2024-10-18,,Lägenhet,4332,1938,1295000,109
Stora Trädgårdsgatan 3E,2475000,38400,3,3,64,2024-10-18,,Lägenhet,3616,1970,2395000,109
Nikolaigatan 4A,1500000,44800,1,1,33,2024-10-18,,Lägenhet,2262,1939,1445000,109
Köpenhamnsvägen 40C,3150000,41200,3,3,76,2024-10-18,,Lägenhet,4838,1951,2995000,110
Regissörgatan 1,1950000,24800,3,2,78,2024-10-18,,Lägenhet,4859,1973,1995000,110
Fernissagatan 10,2250000,38800,2,5,58,2024-10-18,,Lägenhet,4310,2019,2295000,110
Typografgatan 4B,3300000,45800,3,3,72,2024-10-18,,Lägenhet,5265,2018,3350000,110
Slussgatan,2325000,42300,2,1,55,2024-10-18,,Lägenhet,3432,1906,2350000,110
Blekingsborgsgatan 9,1180000,22300,2,2,53,2024-10-18,,Lägenhet,4179,1957,1250000,110
Annebergsgatan 10C,1825000,27900,2,5,65,2024-10-18,,Lägenhet,4309,1965,1895000,110
Drottninggatan 1AC,3150000,43800,3,5,72,2024-10-18,,Lägenhet,4689,2018,3195000,110
Slussgatan 14,2450000,40200,2,3,61,2024-10-18,,Lägenhet,4004,1906,2450000,110
Mäster Henriksgatan 8,1450000,43900,1,5,33,2024-10-18,,Lägenhet,2735,1930,1450000,110
Tors gränd 25,1500000,38500,2,3,39,2024-10-18,,Lägenhet,3142,2019,1595000,110
Döbelnsgatan 12,2295000,39200,2,2,58,2024-10-18,,Lägenhet,3402,,2295000,110
Älggatan 20B,1350000,33800,1,1,40,2024-10-18,,Lägenhet,3061,1947,1400000,110
Beritta Gurrisgatan 1A,3600000,36200,4,4,99,2024-10-18,,Lägenhet,7923,1985,3995000,110
Lönnebergagatan 29B,1950000,25000,2,1,78,2024-10-18,,Lägenhet,4737,2010,2095000,110
Bertrandsgatan 3B,1695000,41300,1,5,41,2024-10-18,,Lägenhet,3276,,1695000,110
Sundholmsgatan 12A,1775000,42300,2,3,42,2024-10-18,,Lägenhet,3265,2019,1800000,110
Annebergsgatan 3B,2500000,30700,3,1,81,2024-10-18,,Lägenhet,5239,1964,2395000,110
